4.5	0.12915949871274476	0.15050291202117577	0.2602197535827499
5.	0.1339301524660264	0.15526857596988505	0.2669021171861161
5.5	0.1386583510331357	0.16000012376269554	0.27351243430632927
6.	0.14334407877656444	0.16469729088432022	0.2800510780051815
6.5	0.1479873332541594	0.1693598296643427	0.2865184274908521
7.	0.1525881249561139	0.17398750898889093	0.2929148679766725
7.5	0.1571464770437156	0.17858011401410928	0.29924079054068436
8.	0.16166242508985001	0.18313744588142902	0.3054965919859947
8.5	0.16613601682126064	0.18765932143463723	0.3116826747019248
9.	0.17056731186256494	0.19214557293874399	0.31779944652595443
9.5	0.17495638148202658	0.19659604780064835	0.3238473206064616
10.	0.1793033083390837	0.20101060829160222	0.32982671526625673
10.5	0.1836081862336334	0.20538913127147296	0.33573805386691224
11.	0.1878711198570721	0.2097315079148042	0.341581764673887
11.5	0.19209222454509245	0.2140376434386754	0.3473582807224463
12.	0.19627162603223616	0.21830745683235936	0.3530680396843757
12.5	0.2004094602082027	0.22254088058877852	0.3587114837354918
13.	0.2045058728759146	0.22673786043775918	0.3642890594239457
13.5	0.20856101951133843	0.23089835508108483	0.36980121753932405
14.	0.2125750650250624	0.23502233592934743	0.37524841298254297
14.5	0.21654818352562955	0.23910978684059678	0.38063110463653843
15.	0.22048055808462735	0.24316070386078917	0.3859497552377511
15.5	0.22437238050353372	0.24717509496603352	0.391204831248406
16.	0.22822385108231816	0.2511529798066368	0.39639680272958805
16.5	0.2320351783898005	0.2550943894529469	0.4015261432151117
17.	0.23580657903576446	0.25899936614299457	0.40659332958618644
17.5	0.23953827744482803	0.262867963031934	0.4115988419468768
18.	0.2432305056320698	0.2667002439432807	0.41654316350035736
18.5	0.24688350298041123	0.2704962831219489	0.4214267804259635
19.	0.2504975160197556	0.274256164989087	0.42625018175703633
19.5	0.2540727982078824	0.277979983898711	0.4310138592595635
20.	0.25760960971309826	0.281667843896137	0.4357183073116139
20.5	0.26110821719864397	0.2853198584782119	0.44036402278356884
21.	0.26456889360885744	0.28893615035534187	0.4449515049191475
21.5	0.26799191795709304	0.2925168512153203	0.44948125521722704
22.	0.27137757511539695	0.2960621014889533	0.4539537773144584
22.5	0.27472615560593855	0.29957205011748417	0.4583695768686778
23.	0.2780379553941979	0.30304685432181555	0.462729161443111
23.5	0.2813132756839098	0.306486679373531	0.4670330403913749
24.	0.2845524227137632	0.3098916983677142	0.4712817247432739
24.5	0.2877557075558577	0.31326209199756655	0.4754757270913896
25.	0.29092344591591507	0.31659804833082367	0.47961556147846734
25.5	0.29405595793524797	0.31989976258797004	0.48370174328559723
26.	0.2971535679944839	0.32316743692225197	0.48773478912119017
26.5	0.3002166045190461	0.3264012802014889	0.4917152167107485
27.	0.30324539978638954	0.3296015077916835	0.49564354478743267
27.5	0.3062402897349945	0.33276834134242983	0.49952029298342204
28.	0.3092016137751147	0.33590200857411995	0.5033459817220712
28.5	0.3121297146012827	0.3390027430669489	0.5071211321108614
29.	0.3150249380065705	0.3420707840517185	0.5108462658351465
29.5	0.3178876326986076	0.34510637620243867	0.5145219050526948
30.	0.3207181501173536	0.34810976943072847	0.5181485722890249
30.5	0.3235168442546281	0.35108121868201386	0.5217267903335376
31.	0.32628407147539623	0.3540209837335256	0.5252570821364425
31.5	0.3290201903408103	0.35692932899409413	0.528739970706479
32.	0.33172556143300763	0.359806523305744	0.5321759790094334
32.5	0.3344005471816649	0.3626528397470855	0.5355656298674505
33.	0.3370455116923079	0.3654685554385062	0.5389094458591399
33.5	0.3396608205763779	0.36825395134915906	0.5422079492204783
34.	0.342246840783054	0.37100931210575083	0.5454616617465063
34.5	0.34480394043283175	0.37373492580312756	0.5486711046938199
35.	0.34733248865285754	0.3764310838166587	0.5518367986838572
35.5	0.3498328554140197	0.3790980806164203	0.554959263606981
36.	0.3523054113697951	0.3817362135831758	0.5580390185273556
36.5	0.354750527696852	0.3843457828261556	0.5610765815886187
37.	0.3571685759374098	0.3869270910026351	0.5640724699203484
37.5	0.3595599278433539	0.38948044313931085	0.5670271995453258
38.	0.3619249552221066	0.39200614645547555	0.5699412852875915
38.5	0.3642640297842559	0.39450451018799093	0.5728152406812989
39.	0.3665775229929377	0.3969758454180594	0.5756495778803602
39.5	0.3688658059149766	0.3994204648997941	0.5784448075688899
40.	0.37112924907378125	0.40183868289058694	0.5812014388724417
40.5	0.3733682223039966	0.404230814983276	0.5839199792700406
41.	0.37558309460791195	0.4065971779401098	0.5866009345070113
