 17.7   0.830E+00  
 34     0.692E+00  
 58.1   0.568E+00  
 90.9   0.466E+00  
 134    0.378E+00  
 189    0.304E+00  
 262    0.246E+00  
 330    0.213E+00  
 382    0.191E+00  
