 17.7   0.948E+00 
 34     0.827E+00 
 58.1   0.710E+00 
 90.9   0.608E+00 
 134    0.511E+00 
 189    0.428E+00 
 262    0.362E+00 
 330    0.319E+00 
 382    0.292E+00 
