 17.7   0.111E+01 
 34     0.101E+01 
 58.1   0.908E+00 
 90.9   0.808E+00 
 134    0.712E+00 
 189    0.625E+00 
 262    0.554E+00 
 330    0.500E+00 
 382    0.467E+00 
