 17.7     0.710E+00  
 34       0.576E+00  
 58.1     0.469E+00  
 90.9     0.377E+00  
 134      0.304E+00  
 189      0.244E+00  
 262      0.197E+00  
 330      0.169E+00  
 382      0.149E+00  
