 17.7   0.110E+01 
 34     0.101E+01 
 58.1   0.915E+00 
 90.9   0.830E+00 
 134    0.745E+00 
 189    0.660E+00 
 262    0.586E+00 
 330    0.535E+00 
 382    0.504E+00 
