 17.7    0.127E+01 
 34      0.103E+01 
 58.1    0.836E+00 
 90.9    0.673E+00 
 134     0.543E+00 
 189     0.434E+00 
 262     0.351E+00 
 330     0.301E+00 
 382     0.265E+00 
