 17.7    0.122E+01 
 34      0.102E+01 
 58.1    0.837E+00 
 90.9    0.686E+00 
 134     0.556E+00 
 189     0.448E+00 
 262     0.362E+00 
 330     0.314E+00 
 382     0.281E+00 
