 17.7   0.117E+01  
 34     0.102E+01  
 58.1   0.876E+00  
 90.9   0.750E+00  
 134    0.631E+00  
 189    0.529E+00  
 262    0.447E+00  
 330    0.393E+00  
 382    0.360E+00  
