 17.7    0.107E+01 
 34      0.984E+00 
 58.1    0.887E+00 
 90.9    0.805E+00 
 134     0.722E+00 
 189     0.640E+00 
 262     0.568E+00 
 330     0.519E+00 
 382     0.488E+00 
