    0.500E+00  0.437E+00  0.164E-02
    0.253E+01  0.453E+00  0.135E-02
    0.456E+01  0.197E+00  0.609E-03
    0.659E+01  0.151E+00  0.479E-03
    0.862E+01  0.154E+00  0.494E-03
    0.106E+02  0.172E+00  0.562E-03
    0.127E+02  0.192E+00  0.631E-03
    0.147E+02  0.214E+00  0.711E-03
    0.167E+02  0.232E+00  0.773E-03
    0.188E+02  0.252E+00  0.840E-03
    0.208E+02  0.269E+00  0.900E-03
    0.228E+02  0.290E+00  0.975E-03
    0.249E+02  0.308E+00  0.104E-02
    0.269E+02  0.325E+00  0.110E-02
    0.289E+02  0.338E+00  0.115E-02
    0.309E+02  0.356E+00  0.121E-02
    0.330E+02  0.368E+00  0.126E-02
    0.350E+02  0.382E+00  0.131E-02
    0.370E+02  0.393E+00  0.134E-02
    0.391E+02  0.407E+00  0.140E-02
    0.411E+02  0.417E+00  0.144E-02
    0.431E+02  0.429E+00  0.148E-02
    0.451E+02  0.444E+00  0.153E-02
    0.472E+02  0.454E+00  0.157E-02
    0.492E+02  0.463E+00  0.160E-02
    0.512E+02  0.471E+00  0.164E-02
    0.533E+02  0.484E+00  0.168E-02
    0.553E+02  0.486E+00  0.169E-02
    0.573E+02  0.499E+00  0.175E-02
    0.594E+02  0.507E+00  0.177E-02
    0.614E+02  0.516E+00  0.181E-02
    0.634E+02  0.522E+00  0.184E-02
    0.654E+02  0.529E+00  0.187E-02
    0.675E+02  0.534E+00  0.189E-02
    0.695E+02  0.537E+00  0.190E-02
