    0.500E+00  0.954E+00  0.328E-02
    0.253E+01  0.675E+00  0.188E-02
    0.456E+01  0.334E+00  0.997E-03
    0.659E+01  0.268E+00  0.832E-03
    0.862E+01  0.263E+00  0.838E-03
    0.106E+02  0.273E+00  0.883E-03
    0.127E+02  0.290E+00  0.945E-03
    0.147E+02  0.308E+00  0.101E-02
    0.167E+02  0.322E+00  0.107E-02
    0.188E+02  0.335E+00  0.111E-02
    0.208E+02  0.349E+00  0.117E-02
    0.228E+02  0.365E+00  0.122E-02
    0.249E+02  0.379E+00  0.128E-02
    0.269E+02  0.391E+00  0.132E-02
    0.289E+02  0.399E+00  0.135E-02
    0.309E+02  0.409E+00  0.139E-02
    0.330E+02  0.420E+00  0.143E-02
    0.350E+02  0.426E+00  0.146E-02
    0.370E+02  0.440E+00  0.150E-02
    0.391E+02  0.452E+00  0.155E-02
    0.411E+02  0.451E+00  0.155E-02
    0.431E+02  0.464E+00  0.160E-02
    0.451E+02  0.473E+00  0.163E-02
    0.472E+02  0.481E+00  0.166E-02
    0.492E+02  0.488E+00  0.169E-02
    0.512E+02  0.493E+00  0.171E-02
    0.533E+02  0.500E+00  0.173E-02
    0.553E+02  0.507E+00  0.177E-02
    0.573E+02  0.511E+00  0.179E-02
    0.594E+02  0.520E+00  0.182E-02
    0.614E+02  0.525E+00  0.184E-02
    0.634E+02  0.532E+00  0.187E-02
    0.654E+02  0.540E+00  0.191E-02
    0.675E+02  0.545E+00  0.193E-02
    0.695E+02  0.544E+00  0.193E-02
