    0.500E+00  0.456E+00  0.182E-02
    0.253E+01  0.510E+00  0.161E-02
    0.456E+01  0.329E+00  0.106E-02
    0.659E+01  0.288E+00  0.940E-03
    0.862E+01  0.303E+00  0.995E-03
    0.106E+02  0.337E+00  0.112E-02
    0.127E+02  0.362E+00  0.121E-02
    0.147E+02  0.397E+00  0.133E-02
    0.167E+02  0.425E+00  0.142E-02
    0.188E+02  0.448E+00  0.151E-02
    0.208E+02  0.472E+00  0.159E-02
    0.228E+02  0.499E+00  0.169E-02
    0.249E+02  0.520E+00  0.176E-02
    0.269E+02  0.538E+00  0.183E-02
    0.289E+02  0.557E+00  0.189E-02
    0.309E+02  0.577E+00  0.197E-02
    0.330E+02  0.594E+00  0.203E-02
    0.350E+02  0.606E+00  0.208E-02
    0.370E+02  0.616E+00  0.210E-02
    0.391E+02  0.630E+00  0.216E-02
    0.411E+02  0.642E+00  0.221E-02
    0.431E+02  0.655E+00  0.225E-02
    0.451E+02  0.669E+00  0.231E-02
    0.472E+02  0.675E+00  0.233E-02
    0.492E+02  0.683E+00  0.237E-02
    0.512E+02  0.689E+00  0.239E-02
    0.533E+02  0.705E+00  0.244E-02
    0.553E+02  0.706E+00  0.245E-02
    0.573E+02  0.720E+00  0.252E-02
    0.594E+02  0.727E+00  0.254E-02
    0.614E+02  0.735E+00  0.258E-02
    0.634E+02  0.741E+00  0.261E-02
    0.654E+02  0.747E+00  0.263E-02
    0.675E+02  0.749E+00  0.265E-02
    0.695E+02  0.755E+00  0.267E-02
