    0.500E+00  0.966E+00  0.336E-02
    0.253E+01  0.702E+00  0.196E-02
    0.456E+01  0.366E+00  0.110E-02
    0.659E+01  0.293E+00  0.914E-03
    0.862E+01  0.294E+00  0.939E-03
    0.106E+02  0.309E+00  0.999E-03
    0.127E+02  0.322E+00  0.105E-02
    0.147E+02  0.339E+00  0.112E-02
    0.167E+02  0.355E+00  0.117E-02
    0.188E+02  0.367E+00  0.122E-02
    0.208E+02  0.383E+00  0.128E-02
    0.228E+02  0.397E+00  0.133E-02
    0.249E+02  0.412E+00  0.139E-02
    0.269E+02  0.425E+00  0.144E-02
    0.289E+02  0.433E+00  0.146E-02
    0.309E+02  0.445E+00  0.151E-02
    0.330E+02  0.457E+00  0.156E-02
    0.350E+02  0.463E+00  0.158E-02
    0.370E+02  0.479E+00  0.164E-02
    0.391E+02  0.485E+00  0.167E-02
    0.411E+02  0.486E+00  0.167E-02
    0.431E+02  0.499E+00  0.172E-02
    0.451E+02  0.508E+00  0.175E-02
    0.472E+02  0.511E+00  0.176E-02
    0.492E+02  0.519E+00  0.180E-02
    0.512E+02  0.528E+00  0.183E-02
    0.533E+02  0.532E+00  0.185E-02
    0.553E+02  0.542E+00  0.189E-02
    0.573E+02  0.545E+00  0.190E-02
    0.594E+02  0.554E+00  0.194E-02
    0.614E+02  0.553E+00  0.194E-02
    0.634E+02  0.560E+00  0.197E-02
    0.654E+02  0.567E+00  0.200E-02
    0.675E+02  0.573E+00  0.203E-02
    0.695E+02  0.582E+00  0.206E-02
