3.	0.3350372733020954
6.	0.21666173806531547
9.	0.20430691566119655
12.	0.20731180878438368
15.	0.21582929222873573
18.	0.22639498602156127
21.	0.23763996609587104
24.	0.2489393595012192
27.	0.2600110152389992
30.	0.2707189753539503
33.	0.28100511746826784
36.	0.29084818155985465
39.	0.30025130646873166
42.	0.3092264085927756
45.	0.3177910241684398
48.	0.32597090841248133
51.	0.3337873218981108
54.	0.3412592333323871
57.	0.34840677278577137
60.	0.35524980279294766
63.	0.36180624338047546
66.	0.36809389652933955
69.	0.3741293254698908
72.	0.37993004738020586
75.	0.3855044338597717
78.	0.3908576744903103
81.	0.3960031289389965
84.	0.4009457775507122
87.	0.4056968413263638
90.	0.41026368093722493
93.	0.41464985747184724
96.	0.4188630829598606
99.	0.4228992080728411
102.	0.42675469357664375
105.	0.4304298043127382
108.	0.4339148537194626
111.	0.43720477677159014
114.	0.4402929839865584
117.	0.443165237557114
120.	0.4458045719082785
123.	0.448189535018905
126.	0.4502879119158238
129.	0.45204587064154655
132.	0.4533767473028405
135.	0.4541608453760313
138.	0.45475102186965205
141.	0.4561716843657277
144.	0.45744987827686256
147.	0.45849378220032616
